# Logfile created on 2015-06-13 20:15:47 +0200 by logger.rb/v1.2.7
D, [2015-06-13T20:15:47.404199 #5687] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0134ms
D, [2015-06-14T21:26:48.742194 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"post", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40905560 data=557dd578726a751591000009>}, :u=>{"title"=>"new_name", "text"=>"new_text", "user_id"=>"557dd578726a751591000000"}, :multi=>false, :upsert=>true}], :writeConcern=>{:w=>1}, :ordere... flags=[] limit=-1 skip=0 project=nil | runtime: 0.3314ms
D, [2015-06-14T21:26:48.742959 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x40940660 data=557dd578726a751591000009>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2527ms
D, [2015-06-14T21:26:48.744334 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 7", "text"=>"Text 7", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40975360 data=557dd578726a75159100000a>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3645ms
D, [2015-06-14T21:26:48.751370 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 8", "text"=>"Text 8", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40687180 data=557dd578726a75159100000b>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3579ms
D, [2015-06-14T21:26:48.752662 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2089ms
D, [2015-06-14T21:26:48.754108 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.4647ms
D, [2015-06-14T21:26:48.755389 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 9", "text"=>"Text 9", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40383020 data=557dd578726a75159100000c>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.6220ms
D, [2015-06-14T21:26:48.757024 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3982ms
D, [2015-06-14T21:26:48.757786 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x40171220 data=557dd578726a75159100000c>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2625ms
D, [2015-06-14T21:26:48.759485 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:delete=>"post", :deletes=>[{:q=>{"_id"=><BSON::ObjectId:0x40168680 data=557dd578726a75159100000c>}, :limit=>1}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 1.0507ms
D, [2015-06-14T21:26:48.760901 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5569ms
D, [2015-06-14T21:26:48.762163 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 10", "text"=>"Text 10", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x39882940 data=557dd578726a75159100000d>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5867ms
D, [2015-06-14T21:26:48.763573 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3195ms
D, [2015-06-14T21:26:48.764030 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x39801240 data=557dd578726a75159100000d>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1678ms
D, [2015-06-14T21:26:48.764534 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:delete=>"post", :deletes=>[{:q=>{"_id"=><BSON::ObjectId:0x39798580 data=557dd578726a75159100000d>}, :limit=>1}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2387ms
D, [2015-06-14T21:26:48.765232 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:count=>"post", :query=>{}} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.2429ms
D, [2015-06-14T21:26:48.766295 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5112ms
D, [2015-06-14T21:26:48.767271 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 11", "text"=>"Text 11", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x39689560 data=557dd578726a75159100000e>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4373ms
D, [2015-06-14T21:26:48.768380 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user2@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4804ms
D, [2015-06-14T21:26:48.769210 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user2@email.com", "name"=>"User2", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x39531260 data=557dd578726a75159100000f>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4368ms
D, [2015-06-14T21:26:48.770024 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 12", "text"=>"Text 12", "user_id"=>"557dd578726a75159100000f", "_id"=><BSON::ObjectId:0x39459260 data=557dd578726a751591000010>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2844ms
D, [2015-06-14T21:26:48.771457 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2766ms
D, [2015-06-14T21:26:48.772039 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x39181920 data=557dd578726a751591000010>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2081ms
D, [2015-06-14T21:26:48.773670 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5913ms
D, [2015-06-14T21:26:48.774885 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 13", "text"=>"Text 13", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x39037040 data=557dd578726a751591000011>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.6163ms
D, [2015-06-14T21:26:48.777428 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5805ms
D, [2015-06-14T21:26:48.778620 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 14", "text"=>"Text 14", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x38702260 data=557dd578726a751591000012>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5655ms
D, [2015-06-14T21:26:48.779868 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2780ms
D, [2015-06-14T21:26:48.781170 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2689ms
D, [2015-06-14T21:26:48.781715 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user3@email.com", "name"=>"User3", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2978ms
D, [2015-06-14T21:26:48.783443 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2961ms
D, [2015-06-14T21:26:48.783947 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"fYDWQF8IrUKflLf0b6vLhg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1967ms
D, [2015-06-14T21:26:48.784736 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38432580 data=557dd578726a751591000013>}, :u=>{"$set"=>{"session_token"=>"fYDWQF8IrUKflLf0b6vLhg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4303ms
D, [2015-06-14T21:26:48.786852 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3977ms
D, [2015-06-14T21:26:48.787538 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38299580 data=557dd578726a751591000013>}, :u=>{"$set"=>{"session_token"=>"fYDWQF8IrUKflLf0b6vLhg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3500ms
D, [2015-06-14T21:26:48.788121 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1934ms
D, [2015-06-14T21:26:48.788978 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>}, :u=>{"$set"=>{"session_token"=>"fYDWQF8IrUKflLf0b6vLhg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2542ms
D, [2015-06-14T21:26:48.789330 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2007ms
D, [2015-06-14T21:26:48.791121 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"fYDWQF8IrUKflLf0b6vLhg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4325ms
D, [2015-06-14T21:26:48.792066 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38088920 data=557dd578726a751591000013>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3951ms
D, [2015-06-14T21:26:48.793368 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>}, :u=>{"$set"=>{"session_token"=>"fYDWQF8IrUKflLf0b6vLhg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4201ms
D, [2015-06-14T21:26:48.794251 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.5829ms
D, [2015-06-14T21:26:48.797583 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"fYDWQF8IrUKflLf0b6vLhg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 1.8139ms
D, [2015-06-14T21:26:48.798334 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x37923440 data=557dd578726a751591000013>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3240ms
D, [2015-06-14T21:26:48.798861 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x38500840 data=557dd578726a751591000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1755ms
D, [2015-06-14T21:26:48.801040 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user4@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2844ms
D, [2015-06-14T21:26:48.801552 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user4@email.com", "name"=>"User4", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x37768400 data=557dd578726a751591000014>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2472ms
D, [2015-06-14T21:26:48.816266 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"20"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3471ms
D, [2015-06-14T21:26:48.817796 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user5@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3991ms
D, [2015-06-14T21:26:48.818490 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user5@email.com", "name"=>"User5", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x36970000 data=557dd578726a751591000015>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3481ms
D, [2015-06-14T21:26:48.819093 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user5@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3583ms
D, [2015-06-14T21:26:48.820699 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user6@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3526ms
D, [2015-06-14T21:26:48.821406 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user6@email.com", "name"=>"User6", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x36912900 data=557dd578726a751591000016>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3242ms
D, [2015-06-14T21:26:48.822505 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 16", "text"=>"Text 16", "user_id"=>"557dd578726a751591000016", "_id"=><BSON::ObjectId:0x36891060 data=557dd578726a751591000017>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3500ms
D, [2015-06-14T21:26:48.823770 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 17", "text"=>"Text 17", "user_id"=>"557dd578726a751591000016", "_id"=><BSON::ObjectId:0x36862220 data=557dd578726a751591000018>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4306ms
D, [2015-06-14T21:26:48.824530 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557dd578726a751591000016"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4153ms
D, [2015-06-14T21:26:48.826347 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user7@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.5062ms
D, [2015-06-14T21:26:48.827485 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user7@email.com", "name"=>"User7", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x36802480 data=557dd578726a751591000019>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5896ms
D, [2015-06-14T21:26:48.828262 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"0NMajWdqqWKtXH0HbUtIFw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3245ms
D, [2015-06-14T21:26:48.829259 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x36802480 data=557dd578726a751591000019>}, :u=>{"$set"=>{"session_token"=>"0NMajWdqqWKtXH0HbUtIFw=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5412ms
D, [2015-06-14T21:26:48.830674 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user8@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3500ms
D, [2015-06-14T21:26:48.831207 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user8@email.com", "name"=>"User8", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123", "_id"=><BSON::ObjectId:0x36731440 data=557dd578726a75159100001a>}], :writeConcern=>{:w=>1}, :o... flags=[] limit=-1 skip=0 project=nil | runtime: 0.2449ms
D, [2015-06-14T21:26:48.831624 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x36731440 data=557dd578726a75159100001a>}, :u=>{"$set"=>{"session_token"=>"123"}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2074ms
D, [2015-06-14T21:26:48.832674 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user9@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3040ms
D, [2015-06-14T21:26:48.833211 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user9@email.com", "name"=>"User9", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123456", "_id"=><BSON::ObjectId:0x36688340 data=557dd578726a75159100001b>}], :writeConcern=>{:w=>1},... flags=[] limit=-1 skip=0 project=nil | runtime: 0.2675ms
D, [2015-06-14T21:26:48.833720 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x36688340 data=557dd578726a75159100001b>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2952ms
D, [2015-06-14T21:26:48.834146 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x36688340 data=557dd578726a75159100001b>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2186ms
D, [2015-06-15T00:28:04.668095 #6280] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0103ms
D, [2015-06-15T00:28:04.669064 #6280] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.7772ms
D, [2015-06-15T00:28:04.680259 #6280] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 10.8087ms
D, [2015-06-15T00:28:04.738374 #6280] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3810ms
D, [2015-06-15T00:28:04.746547 #6280] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x22463700 data=557dfff4726a751888000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 7.7956ms
D, [2015-06-15T00:28:04.747215 #6280] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"0pVyVrrTXTEP0ygQxpAIPw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2227ms
